time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,1.0060652002304664e-07,7.12231109571073e-08,15.009435523591574,6.442009159624007e-05,6.283051087646545,0.0,1.1763484872529255e-05,6.792778151588731e-06,0.3144838965813972,0.003139080807494753,-0.007135669580213196,0.0,500.3118875484648,499.79222382525677,500.53721372117275,500.76554510420334
0.12000000000000001,5.96974058754433e-06,2.9602171935656906e-06,15.034503615844386,0.0003619741438702917,6.282526903549488,0.0,0.00023969924062191064,0.00011838490243901815,0.5210473034753953,0.00837156666824007,-0.012147221347875596,0.0,469.74231439466615,469.3537134265397,469.5064634806688,469.91209800502986
0.18,3.732402001720755e-05,2.0156555470977566e-05,15.070185591144154,0.0009190865763306633,6.282229460117403,0.0,0.0008581549691467271,0.0005125949014315245,0.6682767490899594,0.011052607713056842,0.006519160206178991,0.0,451.3043635131365,452.80834841466856,451.7197509016821,451.93574303271936
0.23999999999999996,0.0001088909039520279,7.449244178212841e-05,15.115240041888917,0.001602608435988806,6.28243497575707,0.0,0.00149304645868667,0.0013736791257377718,0.8334319882080056,0.012062375887095057,-0.0036196064153401096,0.0,457.3874966799292,456.5793818838358,458.15147016809215,458.23160862250927
0.3,0.0002140063773072429,0.0001930245641002054,15.168239322739318,0.0025687144615185176,6.282829460383969,0.0,0.001996285465893637,0.0026644503791581685,0.9331340484230718,0.023154831824253447,0.02164497979142018,0.0,435.7072751648917,437.81407747719743,437.8307788960147,438.75247973873235
0.36000000000000004,0.0003359279148976143,0.0004058729608968383,15.225345272637687,0.0036982849434465948,0.0009725088780792035,0.0,0.0019459652300060823,0.004548867449899573,0.9703661468303743,0.008340796940107885,0.02310983613767015,0.0,418.12492458304996,418.25256083340605,417.27593533758704,415.9808501198089
0.4200000000000001,0.0004264466618943589,0.0007599191433516553,15.28732806766751,0.003918640858024958,0.0021907383633905653,0.0,0.0009330148065289369,0.007292665672205525,1.095614669025698,-0.007848593297814975,0.014000883632721658,0.0,447.37905417878085,446.6368314782098,445.25623000256985,443.9299065259814
0.48000000000000015,0.00043731120999495926,0.0012715545555187675,15.35461117041645,0.0038961133923445246,0.003102787348822744,0.0,-0.0006539088636307774,0.009741199522732547,1.14710476997261,0.011463575057224012,0.017498622872165737,0.0,422.0935890825858,422.39521558494283,421.83292157725333,423.49714552003445
0.5400000000000001,0.00031829935194918873,0.0019534723942410672,15.43000691225445,0.004222775257884059,0.0039052526834879586,0.0,-0.0034250823381821514,0.013053985681085218,1.3658505423591702,-0.010681587997071577,0.0034910936444592566,0.0,475.013901038423,473.9385126649728,475.1522529473007,473.45163070768075
0.6000000000000002,4.4076352736106074e-05,0.002808192307617502,15.511720923792113,0.00355882900765625,0.003723598185084498,0.0,-0.005721255245562336,0.015380586033247023,1.357959488174968,-0.011845414454685526,-0.021108268231489747,0.0,403.7980979107445,401.5730877151003,403.6333249065281,403.5283991548716
0.6600000000000003,-0.00037541116045719937,0.0038050335492770307,15.597156003121594,0.002541084807658578,0.0030465794541374436,0.0,-0.008162733357389927,0.017757582628910282,1.4897145585918636,-0.029917144894610607,0.003371435046816817,0.0,447.6101561096812,449.59779427714795,449.5004393135877,448.03372988791483
0.7200000000000003,-0.0009320202874067447,0.004918309988619277,15.690573213647404,0.0006005333859322448,0.0031679888063997907,0.0,-0.010407834926124071,0.019151765710129665,1.6240115987554098,-0.0376965944059618,-0.0008189404243465221,0.0,449.32778580602746,448.98793532170447,450.80754026510147,450.17816291881604
0.7800000000000004,-0.0016257722942164565,0.006071304737589027,15.792305409868543,6.28125510782408,0.003038676097820492,0.0,-0.012707065670446414,0.01902388692506605,1.7668518200955314,-0.05312380894210422,-0.004971669236546091,0.0,452.80864130148774,452.47451817790403,453.67741827114196,452.4361444298572
0.8400000000000004,-0.0024534016936777,0.007158199099701587,15.902545709805123,6.278563321494385,0.0025238612211504474,0.0,-0.014837312097727894,0.016892913523419983,1.9075999667054255,-0.03204780704371078,-0.01700398800066671,0.0,453.43257401475546,452.4650989608242,451.51907297279655,453.21484670941106
0.9000000000000005,-0.0033980703242027003,0.00805775555062406,16.02229678892843,6.276875668684561,0.0020863295976738527,0.0,-0.01657391721763668,0.012890440062724991,2.0837976857713474,-0.02125828084324215,0.007235414896176245,0.0,463.4054900701305,465.3069245135697,463.0173068448451,463.8651205719273
0.9600000000000005,-0.004441343666978355,0.008683400492105833,16.152245965592886,6.275188382319826,0.0023659398305575507,0.0,-0.018241601393137224,0.007807842202218395,2.2475331726901735,-0.047648340267441365,-0.001064727120450476,0.0,461.4630082240772,460.80730609428934,461.4886353890267,459.40066288091816
1.0200000000000005,-0.005586319072415038,0.008969127950891154,16.29086595157901,6.271974115910822,0.0023389607723096617,0.0,-0.019918885626898253,0.0014016141616712873,2.3728786071213923,-0.06932744847764614,0.0007530729152580422,0.0,450.09292967909477,450.24002761106533,450.1221958234809,448.3623960278289
1.0800000000000005,-0.0068336912388262455,0.00878789685123525,16.437729857877304,6.267904887888811,0.0026032459589826473,0.0,-0.02167728147979381,-0.007888353319314813,2.522261957008587,-0.06496647317168604,0.010857649960703143,0.0,457.2471981277469,458.05137844988536,457.43175682378785,457.77557379624784
1.1400000000000006,-0.008198129569258769,0.007945698844740464,16.59445165908336,6.263871774181169,0.00393662153814045,0.0,-0.023922955262887124,-0.020628724462399335,2.7013846406977557,-0.07215039687527026,0.038557794924040635,0.0,465.57547239043663,467.7376726712595,468.14669114318565,467.5842308243407
1.2000000000000006,-0.009720368446235379,0.006308556304817331,16.758748459067412,6.259904178929009,0.0058047174390729595,0.0,-0.027029795405885706,-0.0343439052845471,2.774989806681429,-0.05620352135910964,0.009023483689765821,0.0,436.1222965954859,433.64878908721073,435.57064757298286,436.8987999239952
1.2600000000000007,-0.011459119229384649,0.003774182250553651,16.927402260421264,6.256541736819321,0.006227588059791067,0.0,-0.03097501312675821,-0.0504602280918173,2.8466189053278415,-0.05571716644491689,0.00277062083737294,0.0,435.6969272342907,435.17373307262625,435.20732314365006,435.2458239370227
1.3200000000000007,-0.01343532251185751,0.00023726819173512263,17.099214252691183,6.253007021027148,0.00580767809977889,0.0,-0.034906112548698,-0.06775068249685207,2.880353204662309,-0.0662171322602705,-0.048103931437464414,0.0,426.14111493400867,421.7697600119562,423.3514113193158,422.44431264738773
1.3800000000000008,-0.015623056034637154,-0.004374321812794479,17.27205330796025,6.24912782077052,0.0024724852544997233,0.0,-0.03775327231879527,-0.08631144201829916,2.8809364786520124,-0.06169745028053723,-0.0779827576605752,0.0,413.45785254459713,410.81425583252064,412.8250082707031,413.2202026060818
1.4400000000000008,-0.01792008502809905,-0.01024223874412302,17.44708036295552,6.245362522905092,6.280786364460985,0.0,-0.038347575642305266,-0.10964463046353191,2.9531010988315494,-0.0649575436771614,-0.08852812496205038,0.0,436.6208675697233,435.73465838564255,436.24214875336423,435.966902914096
1.5000000000000009,-0.02015015116167891,-0.017627624571102174,17.6275253689191,6.2413018739111905,6.27524416157074,0.0,-0.03543013266190389,-0.13693379017006269,3.061428431539976,-0.07376006102648684,-0.10143602330769715,0.0,448.35028033596416,447.2930993867542,448.5075721739828,447.7886439586345
1.560000000000001,-0.02205891682770603,-0.026865825663354746,17.8174806204855,6.237057802760585,6.269089244289429,0.0,-0.02747828052651617,-0.17149218949269632,3.2698093681287688,-0.06528501001158211,-0.10497633830362485,0.0,479.20382585980263,478.9263194896233,478.1440130420284,478.78577239467654
